timeUTC,lat,lon,category,notes
2014-08-14 02:27:00.000,32.234125,-110.956969,timelinePath,2014-08-14 02:00 + 27'
2014-08-14 03:34:00.000,32.231732,-110.964662,timelinePath,2014-08-14 02:00 + 94'
2014-08-14 04:01:00.000,32.235805,-110.967442,timelinePath,2014-08-14 04:00 + 1'
2014-08-14 04:15:00.000,32.23679,-110.971567,timelinePath,2014-08-14 04:00 + 15'
2014-08-14 04:54:00.000,32.236791,-110.971594,timelinePath,2014-08-14 04:00 + 54'
2014-08-14 04:54:23.695,32.23678,-110.971317,visit,duration: 10.05 h
2014-08-14 06:50:00.000,32.236745,-110.971569,timelinePath,2014-08-14 06:00 + 50'
2014-08-14 07:29:00.000,32.243671,-110.96482,timelinePath,2014-08-14 06:00 + 89'
2014-08-14 07:29:00.000,32.243671,-110.96482,timelinePath,2014-08-14 06:00 + 89'
2014-08-14 12:20:00.000,32.240859,-110.9676,timelinePath,2014-08-14 12:00 + 20'
2014-08-14 12:20:00.000,32.240859,-110.9676,timelinePath,2014-08-14 12:00 + 20'
2014-08-14 13:49:00.000,32.243672,-110.964819,timelinePath,2014-08-14 12:00 + 109'
2014-08-14 13:49:00.000,32.243672,-110.964819,timelinePath,2014-08-14 12:00 + 109'
2014-08-14 15:00:00.000,32.240658,-110.992204,timelinePath,2014-08-14 14:00 + 60'
2014-08-14 15:07:00.000,32.233918,-110.954228,timelinePath,2014-08-14 14:00 + 67'
2014-08-14 15:07:27.573,32.232464,-110.951659,visit,duration: 0.26 h
2014-08-14 15:23:00.000,32.232939,-110.952025,timelinePath,2014-08-14 14:00 + 83'
2014-08-14 15:23:00.000,32.232939,-110.952025,timelinePath,2014-08-14 14:00 + 83'
2014-08-14 16:01:00.000,32.234348,-110.954765,timelinePath,2014-08-14 16:00 + 1'
2014-08-14 16:05:00.000,32.234363,-110.954744,timelinePath,2014-08-14 16:00 + 5'
2014-08-14 22:00:00.000,32.229405,-110.95315,timelinePath,2014-08-14 20:00 + 120'
2014-08-14 22:04:00.000,32.229375,-110.95319,timelinePath,2014-08-14 22:00 + 4'
2014-08-15 01:08:00.000,32.235843,-110.949853,timelinePath,2014-08-15 00:00 + 68'
2014-08-15 01:08:00.000,32.235843,-110.949853,timelinePath,2014-08-15 00:00 + 68'
2014-08-15 01:09:00.000,32.235261,-110.947796,timelinePath,2014-08-15 00:00 + 69'
2014-08-15 01:10:00.000,32.236162,-110.944124,timelinePath,2014-08-15 00:00 + 70'
2014-08-15 01:15:00.000,32.221259,-110.943267,timelinePath,2014-08-15 00:00 + 75'
2014-08-15 02:52:00.000,32.223573,-110.919041,timelinePath,2014-08-15 02:00 + 52'
2014-08-15 03:27:00.000,32.23708,-110.971776,timelinePath,2014-08-15 02:00 + 87'
2014-08-15 03:27:00.000,32.23708,-110.971776,timelinePath,2014-08-15 02:00 + 87'
2014-08-15 17:24:00.000,32.228657,-110.95241,timelinePath,2014-08-15 16:00 + 84'
2014-08-15 17:25:00.000,32.226495,-110.95096,timelinePath,2014-08-15 16:00 + 85'
2014-08-15 18:09:00.000,32.232944,-110.952139,timelinePath,2014-08-15 18:00 + 9'
2014-08-15 22:50:00.000,32.233026,-110.952371,timelinePath,2014-08-15 22:00 + 50'
2014-08-15 22:50:01.427,32.232464,-110.951659,visit,duration: 3.04 h
2014-08-16 01:52:00.000,32.233047,-110.952056,timelinePath,2014-08-16 00:00 + 112'
2014-08-16 02:47:00.000,32.235963,-110.94435,timelinePath,2014-08-16 02:00 + 47'
2014-08-16 02:47:00.000,32.235963,-110.94435,timelinePath,2014-08-16 02:00 + 47'
2014-08-16 02:49:00.000,32.235999,-110.924857,timelinePath,2014-08-16 02:00 + 49'
2014-08-16 02:52:00.000,32.229751,-110.909789,timelinePath,2014-08-16 02:00 + 52'
2014-08-16 02:54:00.000,32.225158,-110.916915,timelinePath,2014-08-16 02:00 + 54'
2014-08-16 02:54:00.000,32.225158,-110.916915,timelinePath,2014-08-16 02:00 + 54'
2014-08-16 04:47:00.000,32.22499,-110.916785,timelinePath,2014-08-16 04:00 + 47'
2014-08-16 05:06:00.000,32.237051,-110.971698,timelinePath,2014-08-16 04:00 + 66'
2014-08-16 09:05:38.373,32.23678,-110.971317,visit,duration: 1.13 h
2014-08-16 09:06:00.000,32.236801,-110.971616,timelinePath,2014-08-16 08:00 + 66'
2014-08-16 17:10:00.000,32.236708,-110.971617,timelinePath,2014-08-16 16:00 + 70'
2014-08-16 20:01:00.000,32.219762,-111.030904,timelinePath,2014-08-16 20:00 + 1'
2014-08-16 20:03:00.000,32.219994,-111.02812,timelinePath,2014-08-16 20:00 + 3'
2014-08-16 20:13:00.000,32.220017,-111.028199,timelinePath,2014-08-16 20:00 + 13'
2014-08-16 21:54:00.000,32.243197,-110.966067,timelinePath,2014-08-16 20:00 + 114'
2014-08-16 21:56:00.000,32.224856,-110.975133,timelinePath,2014-08-16 20:00 + 116'
2014-08-16 21:59:00.000,32.236674,-110.971694,timelinePath,2014-08-16 20:00 + 119'
2014-08-17 20:20:00.000,32.236735,-110.971646,timelinePath,2014-08-17 20:00 + 20'
2014-08-17 21:12:00.000,32.226282,-110.971399,timelinePath,2014-08-17 20:00 + 72'
2014-08-17 21:12:00.000,32.226282,-110.971399,timelinePath,2014-08-17 20:00 + 72'
2014-08-17 21:13:00.000,32.223729,-110.96788,timelinePath,2014-08-17 20:00 + 73'
2014-08-17 21:13:30.718,32.221857,-110.967551,visit,duration: 1.0 h
2014-08-17 21:14:00.000,32.222569,-110.968109,timelinePath,2014-08-17 20:00 + 74'
2014-08-17 22:13:42.669,32.221857,-110.967551,activity,start
2014-08-17 22:14:00.000,32.221953,-110.967499,timelinePath,2014-08-17 22:00 + 14'
2014-08-17 23:10:32.655,32.23678,-110.971317,activity,end
2014-08-17 23:10:32.655,32.23678,-110.971317,visit,duration: 0.77 h
2014-08-17 23:11:00.000,32.236746,-110.971795,timelinePath,2014-08-17 22:00 + 71'
2014-08-17 23:11:00.000,32.236746,-110.971795,timelinePath,2014-08-17 22:00 + 71'
2014-08-18 04:07:00.000,32.236724,-110.971765,timelinePath,2014-08-18 04:00 + 7'
2014-08-18 20:49:00.000,32.232823,-110.971505,timelinePath,2014-08-18 20:00 + 49'
2014-08-18 20:51:00.000,32.233158,-110.971318,timelinePath,2014-08-18 20:00 + 51'
2014-08-18 21:56:40.323,32.232464,-110.951659,visit,duration: 1.66 h
2014-08-18 21:57:00.000,32.234453,-110.952271,timelinePath,2014-08-18 20:00 + 117'
2014-08-18 21:57:00.000,32.234453,-110.952271,timelinePath,2014-08-18 20:00 + 117'
2014-08-18 23:36:00.000,32.234491,-110.951709,timelinePath,2014-08-18 22:00 + 96'
2014-08-18 23:36:29.861,32.232464,-110.951659,activity,start
2014-08-19 00:55:00.000,32.223367,-110.919607,timelinePath,2014-08-19 00:00 + 55'
2014-08-19 01:01:00.000,32.24253,-110.92678,timelinePath,2014-08-19 00:00 + 61'
2014-08-19 01:02:00.000,32.250176,-110.926902,timelinePath,2014-08-19 00:00 + 62'
2014-08-19 02:47:41.348,32.23678,-110.971317,activity,end
2014-08-19 02:47:41.348,32.23678,-110.971317,visit,duration: 4.84 h
2014-08-19 02:48:00.000,32.236813,-110.971758,timelinePath,2014-08-19 02:00 + 48'
2014-08-19 02:48:00.000,32.236813,-110.971758,timelinePath,2014-08-19 02:00 + 48'
2014-08-19 07:38:00.000,32.23679,-110.971656,timelinePath,2014-08-19 06:00 + 98'
2014-08-19 17:48:00.000,32.220027,-111.024507,timelinePath,2014-08-19 16:00 + 108'
2014-08-20 02:51:00.000,32.226184,-111.010029,timelinePath,2014-08-20 02:00 + 51'
2014-08-20 02:52:00.000,32.225969,-111.00611,timelinePath,2014-08-20 02:00 + 52'
2014-08-20 02:53:00.000,32.230312,-110.996915,timelinePath,2014-08-20 02:00 + 53'
2014-08-20 02:57:00.000,32.197011,-110.977815,timelinePath,2014-08-20 02:00 + 57'
2014-08-20 02:58:00.000,32.179696,-110.985744,timelinePath,2014-08-20 02:00 + 58'
2014-08-20 03:19:00.000,32.148568,-110.989657,timelinePath,2014-08-20 02:00 + 79'
2014-08-20 03:44:00.000,32.141194,-110.992071,timelinePath,2014-08-20 02:00 + 104'
2014-08-20 03:56:00.000,32.164539,-110.987067,timelinePath,2014-08-20 02:00 + 116'
2014-08-20 04:07:00.000,32.149411,-110.989691,timelinePath,2014-08-20 04:00 + 7'
2014-08-20 04:10:00.000,32.144573,-110.991572,timelinePath,2014-08-20 04:00 + 10'
2014-08-20 04:16:00.000,32.165818,-110.985179,timelinePath,2014-08-20 04:00 + 16'
2014-08-20 04:29:00.000,32.161042,-110.989264,timelinePath,2014-08-20 04:00 + 29'
2014-08-20 04:56:00.000,32.195377,-110.977535,timelinePath,2014-08-20 04:00 + 56'
2014-08-20 04:58:00.000,32.207142,-110.97757,timelinePath,2014-08-20 04:00 + 58'
2014-08-20 05:06:00.000,32.219294,-111.032589,timelinePath,2014-08-20 04:00 + 66'
2014-08-20 19:13:00.000,32.220326,-111.028237,timelinePath,2014-08-20 18:00 + 73'
2014-08-20 20:00:00.000,32.224929,-111.019225,timelinePath,2014-08-20 20:00 + 0'
2014-08-20 20:01:00.000,32.22497,-111.008335,timelinePath,2014-08-20 20:00 + 1'
2014-08-20 20:02:00.000,32.228884,-111.000733,timelinePath,2014-08-20 20:00 + 2'
2014-08-20 20:02:00.000,32.227362,-111.003931,timelinePath,2014-08-20 20:00 + 2'
2014-08-20 20:04:00.000,32.229533,-110.984332,timelinePath,2014-08-20 20:00 + 4'
2014-08-20 20:09:00.000,32.26302,-110.97628,timelinePath,2014-08-20 20:00 + 9'
2014-08-20 20:17:00.000,32.28847,-110.970397,timelinePath,2014-08-20 20:00 + 17'
2014-08-20 20:18:00.000,32.289321,-110.973842,timelinePath,2014-08-20 20:00 + 18'
2014-08-20 23:02:00.000,32.286288,-110.969826,timelinePath,2014-08-20 22:00 + 62'
2014-08-20 23:07:00.000,32.259948,-110.97207,timelinePath,2014-08-20 22:00 + 67'
2014-08-20 23:09:00.000,32.247301,-110.971688,timelinePath,2014-08-20 22:00 + 69'
2014-08-20 23:18:00.000,32.23292,-110.952363,timelinePath,2014-08-20 22:00 + 78'
2014-08-20 23:18:00.000,32.23292,-110.952363,timelinePath,2014-08-20 22:00 + 78'
2014-08-21 01:28:00.000,32.227773,-110.952839,timelinePath,2014-08-21 00:00 + 88'
2014-08-21 01:28:00.000,32.227773,-110.952839,timelinePath,2014-08-21 00:00 + 88'
2014-08-21 01:38:00.000,32.227794,-110.954025,timelinePath,2014-08-21 00:00 + 98'
2014-08-21 01:48:00.000,32.22798,-110.959564,timelinePath,2014-08-21 00:00 + 108'
2014-08-21 01:48:00.000,32.22798,-110.959564,timelinePath,2014-08-21 00:00 + 108'
2014-08-21 01:50:00.000,32.228674,-110.968076,timelinePath,2014-08-21 00:00 + 110'
2014-08-21 01:58:00.000,32.220329,-111.028228,timelinePath,2014-08-21 00:00 + 118'
2014-08-21 06:40:00.000,32.220033,-111.027914,timelinePath,2014-08-21 06:00 + 40'
2014-08-21 06:40:14.675,32.21937,-111.027082,visit,duration: 4.11 h
2014-08-21 10:46:41.084,32.21937,-111.027082,activity,start
2014-08-21 10:47:00.000,32.220418,-111.028508,timelinePath,2014-08-21 10:00 + 47'
2014-08-21 17:35:00.000,32.224952,-111.021579,timelinePath,2014-08-21 16:00 + 95'
2014-08-21 17:40:00.000,32.235624,-110.987737,timelinePath,2014-08-21 16:00 + 100'
2014-08-21 17:45:00.000,32.234523,-110.957012,timelinePath,2014-08-21 16:00 + 105'
2014-08-21 18:55:32.302,32.232464,-110.951659,activity,end
2014-08-21 18:55:32.302,32.232464,-110.951659,visit,duration: 0.59 h
2014-08-21 18:56:00.000,32.232651,-110.951382,timelinePath,2014-08-21 18:00 + 56'
2014-08-21 18:56:00.000,32.232651,-110.951382,timelinePath,2014-08-21 18:00 + 56'
2014-08-21 19:31:00.000,32.232688,-110.951543,timelinePath,2014-08-21 18:00 + 91'
2014-08-21 19:55:00.000,32.227713,-110.953617,timelinePath,2014-08-21 18:00 + 115'
2014-08-21 19:56:47.655,32.232464,-110.951659,visit,duration: 0.42 h
2014-08-21 19:57:00.000,32.227835,-110.953809,timelinePath,2014-08-21 18:00 + 117'
2014-08-21 20:22:00.000,32.227831,-110.954091,timelinePath,2014-08-21 20:00 + 22'
2014-08-21 20:32:00.000,32.228103,-110.964193,timelinePath,2014-08-21 20:00 + 32'
2014-08-21 20:32:00.000,32.228103,-110.964193,timelinePath,2014-08-21 20:00 + 32'
2014-08-21 20:47:00.000,32.224715,-111.022392,timelinePath,2014-08-21 20:00 + 47'
2014-08-21 20:48:00.000,32.224761,-111.028599,timelinePath,2014-08-21 20:00 + 48'
2014-08-21 20:48:00.000,32.220271,-111.028177,timelinePath,2014-08-21 20:00 + 48'
2014-08-21 20:48:00.000,32.220271,-111.028177,timelinePath,2014-08-21 20:00 + 48'
2014-08-21 20:48:28.481,32.219856,-111.028542,visit,duration: 5.23 h
2014-08-22 05:28:55.040,32.21937,-111.027082,visit,duration: 2.31 h
2014-08-22 05:29:00.000,32.220241,-111.029507,timelinePath,2014-08-22 04:00 + 89'
2014-08-22 07:48:00.000,32.220433,-111.028266,timelinePath,2014-08-22 06:00 + 108'
2014-08-22 18:10:00.000,32.227616,-110.976812,timelinePath,2014-08-22 18:00 + 10'
2014-08-22 18:10:00.000,32.227616,-110.976812,timelinePath,2014-08-22 18:00 + 10'
2014-08-22 18:11:00.000,32.226877,-110.97417,timelinePath,2014-08-22 18:00 + 11'
2014-08-22 18:16:00.000,32.227789,-110.954542,timelinePath,2014-08-22 18:00 + 16'
2014-08-22 21:41:00.000,32.235891,-110.9576,timelinePath,2014-08-22 20:00 + 101'
2014-08-22 21:46:00.000,32.235936,-110.978033,timelinePath,2014-08-22 20:00 + 106'
2014-08-22 21:56:00.000,32.23568,-110.993797,timelinePath,2014-08-22 20:00 + 116'
2014-08-22 21:57:00.000,32.2357,-111.003862,timelinePath,2014-08-22 20:00 + 117'
2014-08-22 21:57:00.000,32.2357,-111.003862,timelinePath,2014-08-22 20:00 + 117'
2014-08-22 22:06:00.000,32.219653,-111.026471,timelinePath,2014-08-22 22:00 + 6'
2014-08-23 15:31:00.000,32.227636,-110.977085,timelinePath,2014-08-23 14:00 + 91'
2014-08-23 15:33:00.000,32.224924,-110.975187,timelinePath,2014-08-23 14:00 + 93'
2014-08-23 15:39:00.000,32.226519,-110.950976,timelinePath,2014-08-23 14:00 + 99'
2014-08-23 22:43:00.000,32.2331,-110.952008,timelinePath,2014-08-23 22:00 + 43'
2014-08-23 22:43:00.000,32.2331,-110.952008,timelinePath,2014-08-23 22:00 + 43'
2014-08-23 22:43:27.543,32.232464,-110.951659,visit,duration: 1.06 h
2014-08-23 23:47:00.000,32.232537,-110.951995,timelinePath,2014-08-23 22:00 + 107'
2014-08-24 00:57:00.000,32.227598,-110.967163,timelinePath,2014-08-24 00:00 + 57'
2014-08-24 01:04:00.000,32.225077,-111.017533,timelinePath,2014-08-24 00:00 + 64'
2014-08-24 01:05:00.000,32.225,-111.023522,timelinePath,2014-08-24 00:00 + 65'
2014-08-24 01:06:00.000,32.222257,-111.028695,timelinePath,2014-08-24 00:00 + 66'
2014-08-24 06:20:00.000,32.220427,-111.028481,timelinePath,2014-08-24 06:00 + 20'
2014-08-24 06:23:00.000,32.220344,-111.028262,timelinePath,2014-08-24 06:00 + 23'
2014-08-25 14:05:00.000,32.224377,-111.022168,timelinePath,2014-08-25 14:00 + 5'
2014-08-25 14:06:00.000,32.225146,-111.007797,timelinePath,2014-08-25 14:00 + 6'
2014-08-25 14:07:00.000,32.228877,-110.998362,timelinePath,2014-08-25 14:00 + 7'
2014-08-25 14:09:00.000,32.225111,-110.976218,timelinePath,2014-08-25 14:00 + 9'
2014-08-25 14:10:00.000,32.227492,-110.978222,timelinePath,2014-08-25 14:00 + 10'
2014-08-25 14:11:00.000,32.225934,-110.97273,timelinePath,2014-08-25 14:00 + 11'
2014-08-25 14:12:00.000,32.227684,-110.970513,timelinePath,2014-08-25 14:00 + 12'
2014-08-25 21:25:00.000,32.23216,-110.951987,timelinePath,2014-08-25 20:00 + 85'
2014-08-26 00:58:00.000,32.224756,-110.957456,timelinePath,2014-08-26 00:00 + 58'
2014-08-26 01:06:00.000,32.227777,-110.954088,timelinePath,2014-08-26 00:00 + 66'
2014-08-26 01:24:00.000,32.224731,-111.026551,timelinePath,2014-08-26 00:00 + 84'
2014-08-26 01:25:00.000,32.222749,-111.02899,timelinePath,2014-08-26 00:00 + 85'
2014-08-26 01:25:00.000,32.222749,-111.02899,timelinePath,2014-08-26 00:00 + 85'
2014-08-26 01:26:00.000,32.219577,-111.027589,timelinePath,2014-08-26 00:00 + 86'
2014-08-26 04:39:00.000,32.220478,-111.028485,timelinePath,2014-08-26 04:00 + 39'
2014-08-26 17:05:00.000,32.224512,-111.021803,timelinePath,2014-08-26 16:00 + 65'
2014-08-26 17:10:00.000,32.228571,-111.001391,timelinePath,2014-08-26 16:00 + 70'
2014-08-26 17:16:00.000,32.227746,-110.968667,timelinePath,2014-08-26 16:00 + 76'
2014-08-26 18:59:00.000,32.230457,-110.953075,timelinePath,2014-08-26 18:00 + 59'
2014-08-26 19:01:00.000,32.230835,-110.952979,timelinePath,2014-08-26 18:00 + 61'
2014-08-26 19:07:00.000,32.231992,-110.952115,timelinePath,2014-08-26 18:00 + 67'
2014-08-26 21:06:00.000,32.226636,-110.950988,timelinePath,2014-08-26 20:00 + 66'
2014-08-26 21:07:00.000,32.228637,-110.952725,timelinePath,2014-08-26 20:00 + 67'
2014-08-26 21:07:00.000,32.228646,-110.95283,timelinePath,2014-08-26 20:00 + 67'
2014-08-26 21:37:00.000,32.22783,-110.954418,timelinePath,2014-08-26 20:00 + 97'
2014-08-26 21:58:00.000,32.227816,-110.963212,timelinePath,2014-08-26 20:00 + 118'
2014-08-27 00:29:30.536,32.21937,-111.027082,visit,duration: 4.18 h
2014-08-27 00:30:00.000,32.220209,-111.028144,timelinePath,2014-08-27 00:00 + 30'
2014-08-27 00:30:00.000,32.220209,-111.028144,timelinePath,2014-08-27 00:00 + 30'
2014-08-27 07:52:00.000,32.220385,-111.028482,timelinePath,2014-08-27 06:00 + 112'
2014-08-27 14:12:00.000,32.224828,-111.022006,timelinePath,2014-08-27 14:00 + 12'
2014-08-27 14:17:00.000,32.229677,-110.983607,timelinePath,2014-08-27 14:00 + 17'
2014-08-27 14:18:00.000,32.233069,-110.982854,timelinePath,2014-08-27 14:00 + 18'
2014-08-27 14:18:00.000,32.235113,-110.983304,timelinePath,2014-08-27 14:00 + 18'
2014-08-27 14:22:00.000,32.235951,-110.961863,timelinePath,2014-08-27 14:00 + 22'
2014-08-27 14:24:00.000,32.235473,-110.952253,timelinePath,2014-08-27 14:00 + 24'
2014-08-28 00:50:00.000,32.229714,-110.954388,timelinePath,2014-08-28 00:00 + 50'
2014-08-28 02:27:00.000,32.228674,-110.952889,timelinePath,2014-08-28 02:00 + 27'
2014-08-28 02:27:10.183,32.232464,-110.951659,visit,duration: 2.98 h
2014-08-28 05:26:00.000,32.227832,-110.953359,timelinePath,2014-08-28 04:00 + 86'
2014-08-28 17:01:00.000,32.219816,-111.027918,timelinePath,2014-08-28 16:00 + 61'
2014-08-28 17:01:00.000,32.219933,-111.028158,timelinePath,2014-08-28 16:00 + 61'
2014-08-28 17:02:00.000,32.218977,-111.03155,timelinePath,2014-08-28 16:00 + 62'
2014-08-28 17:04:00.000,32.225078,-111.028373,timelinePath,2014-08-28 16:00 + 64'
2014-08-28 17:05:00.000,32.224991,-111.020391,timelinePath,2014-08-28 16:00 + 65'
2014-08-28 17:05:00.000,32.228671,-111.018209,timelinePath,2014-08-28 16:00 + 65'
2014-08-28 17:06:00.000,32.225007,-111.016996,timelinePath,2014-08-28 16:00 + 66'
2014-08-28 17:11:00.000,32.2293,-110.993233,timelinePath,2014-08-28 16:00 + 71'
2014-08-28 17:15:00.000,32.227834,-110.969126,timelinePath,2014-08-28 16:00 + 75'
2014-08-28 17:15:00.000,32.227834,-110.969126,timelinePath,2014-08-28 16:00 + 75'
2014-08-28 17:41:00.000,32.232994,-110.952826,timelinePath,2014-08-28 16:00 + 101'
2014-08-28 19:57:00.000,32.231578,-110.947581,timelinePath,2014-08-28 18:00 + 117'
2014-08-28 19:59:00.000,32.226519,-110.950976,timelinePath,2014-08-28 18:00 + 119'
2014-08-28 21:01:00.000,32.231291,-110.94708,timelinePath,2014-08-28 20:00 + 61'
2014-08-28 22:25:00.000,32.233101,-110.951942,timelinePath,2014-08-28 22:00 + 25'
2014-08-28 22:33:00.000,32.233104,-110.951947,timelinePath,2014-08-28 22:00 + 33'
2014-08-29 00:06:00.000,32.23103,-110.949215,timelinePath,2014-08-29 00:00 + 6'
2014-08-29 00:06:00.000,32.23103,-110.949215,timelinePath,2014-08-29 00:00 + 6'
2014-08-29 00:06:01.447,32.232464,-110.951659,visit,duration: 1.06 h
2014-08-29 01:10:00.000,32.231048,-110.949185,timelinePath,2014-08-29 00:00 + 70'
2014-08-29 10:14:00.000,32.229047,-110.996241,timelinePath,2014-08-29 10:00 + 14'
2014-08-29 10:15:00.000,32.226982,-111.005178,timelinePath,2014-08-29 10:00 + 15'
2014-08-29 10:15:00.000,32.226982,-111.005178,timelinePath,2014-08-29 10:00 + 15'
2014-08-29 10:20:00.000,32.220109,-111.028124,timelinePath,2014-08-29 10:00 + 20'
2014-08-29 14:28:00.000,32.22445,-111.028444,timelinePath,2014-08-29 14:00 + 28'
2014-08-29 14:33:00.000,32.229232,-110.991898,timelinePath,2014-08-29 14:00 + 33'
2014-08-29 14:38:00.000,32.227814,-110.967759,timelinePath,2014-08-29 14:00 + 38'
2014-08-29 14:40:00.000,32.227751,-110.959443,timelinePath,2014-08-29 14:00 + 40'
2014-08-29 14:40:00.000,32.227751,-110.959443,timelinePath,2014-08-29 14:00 + 40'
2014-08-29 17:56:00.000,32.236959,-110.954816,timelinePath,2014-08-29 16:00 + 116'
2014-08-29 20:05:57.930,32.232464,-110.951659,visit,duration: 0.59 h
2014-08-29 20:06:00.000,32.227891,-110.953529,timelinePath,2014-08-29 20:00 + 6'
2014-08-29 20:06:00.000,32.227891,-110.953529,timelinePath,2014-08-29 20:00 + 6'
2014-08-29 20:41:00.000,32.227996,-110.954352,timelinePath,2014-08-29 20:00 + 41'
2014-08-30 00:32:00.000,32.23601,-110.965687,timelinePath,2014-08-30 00:00 + 32'
2014-08-30 04:44:00.000,32.235884,-110.978859,timelinePath,2014-08-30 04:00 + 44'
2014-08-30 04:44:00.000,32.235884,-110.978859,timelinePath,2014-08-30 04:00 + 44'
2014-08-30 04:45:00.000,32.233643,-110.990885,timelinePath,2014-08-30 04:00 + 45'
2014-08-30 04:47:00.000,32.23568,-111.010447,timelinePath,2014-08-30 04:00 + 47'
2014-08-30 04:48:00.000,32.254535,-111.026221,timelinePath,2014-08-30 04:00 + 48'
2014-08-30 04:52:00.000,32.219935,-111.028282,timelinePath,2014-08-30 04:00 + 52'
2014-08-31 07:15:00.000,32.235937,-111.013621,timelinePath,2014-08-31 06:00 + 75'
2014-08-31 07:23:00.000,32.235888,-110.982963,timelinePath,2014-08-31 06:00 + 83'
2014-08-31 07:25:00.000,32.235373,-110.971516,timelinePath,2014-08-31 06:00 + 85'
2014-08-31 07:30:00.000,32.250377,-110.978221,timelinePath,2014-08-31 06:00 + 90'
2014-08-31 07:32:00.000,32.250297,-110.994573,timelinePath,2014-08-31 06:00 + 92'
2014-08-31 07:36:00.000,32.236152,-111.02152,timelinePath,2014-08-31 06:00 + 96'
2014-08-31 07:37:00.000,32.230496,-111.020359,timelinePath,2014-08-31 06:00 + 97'
2014-08-31 07:38:00.000,32.225015,-111.021632,timelinePath,2014-08-31 06:00 + 98'
2014-08-31 07:38:00.000,32.225015,-111.021632,timelinePath,2014-08-31 06:00 + 98'
2014-08-31 16:50:00.000,32.220411,-111.028503,timelinePath,2014-08-31 16:00 + 50'
2014-08-31 16:50:00.000,32.220411,-111.028503,timelinePath,2014-08-31 16:00 + 50'
2014-08-31 16:50:24.382,32.21937,-111.027082,visit,duration: 0.25 h
2014-09-01 14:36:56.182,32.21937,-111.027082,visit,duration: 1.47 h
2014-09-01 14:37:00.000,32.220458,-111.028488,timelinePath,2014-09-01 14:00 + 37'
2014-09-01 16:05:00.000,32.220476,-111.028483,timelinePath,2014-09-01 16:00 + 5'
2014-09-01 20:08:00.000,32.275159,-110.978139,timelinePath,2014-09-01 20:00 + 8'
2014-09-01 20:08:00.000,32.275159,-110.978139,timelinePath,2014-09-01 20:00 + 8'
2014-09-01 20:10:00.000,32.28373,-110.978023,timelinePath,2014-09-01 20:00 + 10'
2014-09-01 23:39:00.000,32.279352,-110.986479,timelinePath,2014-09-01 22:00 + 99'
2014-09-01 23:41:00.000,32.279728,-110.999509,timelinePath,2014-09-01 22:00 + 101'
2014-09-01 23:45:00.000,32.256765,-111.011546,timelinePath,2014-09-01 22:00 + 105'
2014-09-01 23:46:00.000,32.239855,-110.985207,timelinePath,2014-09-01 22:00 + 106'
2014-09-01 23:51:00.000,32.230879,-111.01029,timelinePath,2014-09-01 22:00 + 111'
2014-09-01 23:53:00.000,32.224061,-111.028395,timelinePath,2014-09-01 22:00 + 113'
2014-09-02 01:28:00.000,32.235613,-111.021651,timelinePath,2014-09-02 00:00 + 88'
2014-09-02 01:30:00.000,32.243113,-111.020444,timelinePath,2014-09-02 00:00 + 90'
2014-09-02 01:35:00.000,32.250642,-110.978197,timelinePath,2014-09-02 00:00 + 95'
2014-09-02 01:41:00.000,32.250826,-110.927897,timelinePath,2014-09-02 00:00 + 101'
2014-09-02 03:30:00.000,32.250281,-110.940841,timelinePath,2014-09-02 02:00 + 90'
2014-09-02 03:31:00.000,32.250744,-110.944008,timelinePath,2014-09-02 02:00 + 91'
2014-09-02 03:36:00.000,32.250175,-110.988484,timelinePath,2014-09-02 02:00 + 96'
2014-09-02 03:37:00.000,32.250589,-111.00194,timelinePath,2014-09-02 02:00 + 97'
2014-09-02 03:40:00.000,32.241462,-111.020714,timelinePath,2014-09-02 02:00 + 100'
2014-09-02 03:41:00.000,32.237235,-111.021328,timelinePath,2014-09-02 02:00 + 101'
2014-09-02 03:43:00.000,32.235908,-111.019787,timelinePath,2014-09-02 02:00 + 103'
2014-09-02 03:49:00.000,32.219661,-111.026664,timelinePath,2014-09-02 02:00 + 109'
2014-09-02 17:03:00.000,32.224706,-111.028402,timelinePath,2014-09-02 16:00 + 63'
2014-09-02 17:05:00.000,32.223987,-111.02141,timelinePath,2014-09-02 16:00 + 65'
2014-09-02 17:10:00.000,32.228771,-110.997261,timelinePath,2014-09-02 16:00 + 70'
2014-09-02 17:11:00.000,32.229222,-110.994328,timelinePath,2014-09-02 16:00 + 71'
2014-09-02 17:11:00.000,32.229222,-110.994328,timelinePath,2014-09-02 16:00 + 71'
2014-09-02 17:18:00.000,32.227797,-110.957792,timelinePath,2014-09-02 16:00 + 78'
2014-09-02 17:18:42.587,32.232464,-110.951659,visit,duration: 2.15 h
2014-09-02 17:19:00.000,32.227773,-110.954313,timelinePath,2014-09-02 16:00 + 79'
2014-09-02 17:19:00.000,32.227773,-110.954313,timelinePath,2014-09-02 16:00 + 79'
2014-09-02 19:27:00.000,32.227936,-110.954432,timelinePath,2014-09-02 18:00 + 87'
2014-09-02 19:27:37.828,32.232464,-110.951659,activity,start
2014-09-02 19:37:00.000,32.227725,-110.971665,timelinePath,2014-09-02 18:00 + 97'
2014-09-02 19:37:00.000,32.224907,-110.961064,timelinePath,2014-09-02 18:00 + 97'
